10000,1,100,0,5.1921,-O3
10000,1,100,1,5.26422,-O3
10000,1,100,2,5.1295,-O3
10000,1,100,3,5.18777,-O3
10000,1,100,4,5.2066,-O3
10000,1,100,5,4.96839,-O3
10000,1,100,6,4.89227,-O3
10000,1,100,7,4.99075,-O3
10000,1,100,8,4.78449,-O3
10000,1,100,9,4.88694,-O3
10000,1,100,10,4.81237,-O3
10000,1,100,11,5.06871,-O3
10000,1,100,12,5.4858,-O3
10000,1,100,13,5.46626,-O3
10000,1,100,14,5.29976,-O3
10000,1,100,15,5.05982,-O3
10000,1,100,16,5.02188,-O3
10000,1,100,17,5.03222,-O3
10000,1,100,18,4.9593,-O3
10000,1,100,19,5.03267,-O3
10000,1,100,20,5.09911,-O3
10000,1,100,21,5.14899,-O3
10000,1,100,22,5.02985,-O3
10000,1,100,23,5.04364,-O3
10000,1,100,24,5.19335,-O3
10000,1,100,25,5.02143,-O3
10000,1,100,26,5.08061,-O3
10000,1,100,27,5.10896,-O3
10000,1,100,28,5.15895,-O3
10000,1,100,29,5.02903,-O3
10000,1,100,30,4.92647,-O3
10000,1,100,31,4.98436,-O3
10000,1,100,32,4.8557,-O3
10000,1,100,33,4.91079,-O3
10000,1,100,34,5.05869,-O3
10000,1,100,35,5.11304,-O3
10000,1,100,36,5.19449,-O3
10000,1,100,37,5.08328,-O3
10000,1,100,38,5.16383,-O3
10000,1,100,39,4.99399,-O3
10000,1,100,40,5.08669,-O3
10000,1,100,41,4.97142,-O3
10000,1,100,42,4.91074,-O3
10000,1,100,43,4.92161,-O3
10000,1,100,44,4.90837,-O3
10000,1,100,45,4.83585,-O3
10000,1,100,46,4.91843,-O3
10000,1,100,47,5.04069,-O3
10000,1,100,48,5.14489,-O3
10000,1,100,49,5.06537,-O3
10000,2,100,0,2.82834,-O3
10000,2,100,1,2.81456,-O3
10000,2,100,2,2.84822,-O3
10000,2,100,3,2.80889,-O3
10000,2,100,4,2.80084,-O3
